,title,artist,listType,listHighestRank,Tickets Sold,rank_each_year,releaseYear,x,y,rank
1494,The Song of Names,Sony Pictures Cla...,Drama,13.700749327053618,97227,95,2020,1295.89,334.42,1786.0
1495,Toy Story,Walt Disney,Adventure,13.676599003906453,94907,96,2020,780.07,313.25,1788.0
1496,Met Opera: Wozzeck,Fathom Events,Concert/Perfor...,13.668169970065565,91710,97,2020,1052.71,156.43,1790.0
1497,Cut Throat City,Well Go USA,Drama,13.65990181568039,93336,98,2020,1225.23,214.12,1791.0
1498,Sarileru Neekevvaru,Great India Films,Action,13.618278388434565,87247,99,2020,1739.57,289.35,1800.0
1499,Vanguard,Gravitas Ventures,Action,13.584240324438435,84327,100,2020,1159.36,205.94,1801.0
1500,Pinocchio,Roadside Attractions,Adventure,13.570319486466328,83162,101,2020,653.11,316.18,1805.0
1501,Color Out of Space,RLJ Entertainment,Horror,13.548364177384501,83485,102,2020,648.43,260.38,1806.0
1502,Shortcut,Gravitas Ventures,Horror,13.538732816608231,80576,103,2020,1281.46,359.83,1807.0
1503,Possessor,Neon,Thriller/Suspense,13.531667772675211,80009,104,2020,799.41,325.7,1808.0
1504,Coco,Walt Disney,Musical,13.506264307596652,80043,105,2020,1004.32,306.59,1813.0
1505,Monsters  Inc.,Walt Disney,Adventure,13.495305293806933,79171,106,2020,1836.74,282.87,1814.0
1506,Baaghi 3,FIP,Action,13.489003107537295,76667,107,2020,767.28,180.44,1815.0
1507,The Santa Clause,Walt Disney,Adventure,13.467370516475379,76990,108,2020,1137.56,218.02,1817.0
1508,The Last Vermeer,Sony Pictures Cla...,Drama,13.437728707956047,72835,109,2020,1002.52,357.26,1819.0
1509,The Addams Family,United Artists,Adventure,13.428267416801962,74037,110,2020,1722.65,200.27,1820.0
1510,The Last Shift,Sony Pictures,Comedy,13.374922808125742,68401,111,2020,1303.28,147.52,1824.0
1511,Synchronic,Well Go USA,Thriller/Suspense,13.364011458949204,69429,112,2020,750.46,331.27,1825.0
1512,Maleficent: Mistress of Evil,Walt Disney,Adventure,13.361172382250283,69233,113,2020,1376.37,241.03,1826.0
1513,Chhapaak,FIP,Drama,13.31188230421223,64222,114,2020,961.18,293.71,1830.0
1514,Pain & Glory,Sony Pictures Cla...,Drama,13.304049732500394,65389,115,2020,1126.76,369.04,1831.0
1515,Panga,FIP,Drama,13.27546207552138,61925,116,2020,879.56,378.71,1835.0
1516,Black Christmas,Universal,Horror,13.239363884743055,61293,117,2020,924.61,317.0,1838.0
1517,Guardians of the Galaxy,Walt Disney,Action,13.203021280421783,59105,118,2020,845.97,229.22,1840.0
1518,Alone,Magnolia Pictures,Thriller/Suspense,13.196279045354498,57211,119,2020,1140.75,181.29,1842.0
1519,Followed,Global View Enter...,Horror,13.195946497561621,57192,120,2020,798.09,187.8,1843.0
1520,The Polar Express,Warner Bros.,Adventure,13.19188944005294,58451,121,2020,1473.76,242.81,1844.0
1521,Harriet,Focus Features,Drama,13.189002815070436,58282,122,2020,1384.17,251.18,1846.0
1522,Kajillionaire,Focus Features,Drama,13.183326765362446,57953,123,2020,1406.0,224.69,1847.0
1523,The Call,Atlas Distribution,Horror,13.154869288960588,54890,124,2020,1152.24,343.29,1849.0
1524,The Big Ugly,Vertical Entertai...,Action,13.15018669397891,56064,125,2020,962.19,138.56,1850.0
1525,Dark Waters,Focus Features,Drama,13.12676368184881,54766,126,2020,1653.83,222.04,1853.0
1526,The Forgotten Carols,Purdie Distribution,Musical,13.12561608162165,53308,127,2020,1023.24,142.76,1855.0
1527,Spell,Paramount Pictures,Horror,13.122571355775328,53146,128,2020,880.37,366.9,1856.0
1528,Ava,Vertical Entertai...,Action,13.117847194786231,52895,129,2020,959.9,189.68,1857.0
1529,CatVideoFest,Oscilloscope Pict...,Documentary,13.07898603743476,50879,130,2020,929.76,223.89,1862.0
1530,A Hidden Life,Fox Searchlight,Drama,13.030835635155421,49756,131,2020,1098.21,343.48,1868.0
1531,Once Were Brothers: Robbie ...,Magnolia Pictures,Documentary,13.016026830026918,47774,132,2020,955.67,298.95,1869.0
1532,Seberg,Amazon Studios,Thriller/Suspense,13.01256860048105,48855,133,2020,1539.79,197.11,1870.0
1533,Infamous,Vertical Entertai...,Action,12.969557126760346,46799,134,2020,1193.98,123.68,1876.0
1534,Tulsa,Self Distributed,Drama,12.932465996383666,43944,135,2020,1307.48,139.24,1879.0
1535,Buddy Games,Paramount Pictures,Comedy,12.913871957422433,44264,136,2020,1018.3,174.75,1883.0
1536,Yellow Rose,Sony Pictures,Drama,12.815427806857327,39091,137,2020,875.41,142.35,1893.0
1537,The Kid Detective,Sony Pictures,Black Comedy,12.805288195649837,39709,138,2020,924.92,229.37,1895.0
1538,Greed,Sony Pictures Cla...,Comedy,12.78074029793914,37758,139,2020,1840.82,205.93,1897.0
1539,Thank You For Everything,Entertainment One,Comedy,12.771809660470533,37422,140,2020,1484.62,218.82,1899.0
1540,Ride Your Wave,GKIDS,Comedy,12.714190606884568,36252,141,2020,1442.03,289.81,1906.0
1541,Les Misérables,Amazon Studios,Drama,12.707396267928312,36006,142,2020,681.25,254.62,1907.0
1542,Ordinary Love,Bleecker Street,Drama,12.687535367864804,35298,143,2020,1834.15,264.04,1910.0
1543,How the Grinch Stole Christmas,Universal,Adventure,12.624782980388359,33151,144,2020,826.95,342.12,1914.0
1544,Save Yourselves!,Bleecker Street,Comedy,12.615403604930187,32004,145,2020,985.6,335.9,1915.0
1545,The Informer,Aviron Pictures,Thriller/Suspense,12.613069912616414,32765,146,2020,1543.2,233.8,1916.0
1546,Midway,Lionsgate,Action,12.609936472271364,32663,147,2020,1551.88,216.33,1917.0
1547,The Traitor,Sony Pictures Cla...,Drama,12.598205945362468,32282,148,2020,908.01,283.58,1918.0
1548,Judy,Roadside Attractions,Drama,12.585214311968823,31865,149,2020,610.22,310.03,1919.0
1549,Clemency,Neon,Drama,12.571906022695483,31444,150,2020,996.46,343.74,1921.0
1550,Created Equal: Clarence Tho...,Manifold Productions,Documentary,12.550190579176935,29983,151,2020,858.91,362.43,1924.0
1551,Missão: Vingança,Saban Films,Black Comedy,12.536735181331416,30357,152,2020,513.94,218.02,1925.0
1552,21 Bridges,STX Entertainment,Thriller/Suspense,12.523580474879196,29960,153,2020,1777.13,183.96,1927.0
1553,Halloween,Compass Internati...,Horror,12.520883385370206,29880,154,2020,661.1,199.1,1928.0
1554,Mafia  Inc.,Films Seville,Drama,12.485793108311261,28113,155,2020,714.12,289.31,1931.0
1555,Tokyo Godfathers,IDP Distribution,Adventure,12.378263896943183,25908,156,2020,1438.44,296.87,1935.0
1556,The Climb,Sony Pictures Cla...,Drama,12.36490804916881,25564,157,2020,1663.36,271.86,1936.0
1557,The Secrets We Keep,Bleecker Street,Thriller/Suspense,12.350688008374092,24560,158,2020,1590.56,318.14,1939.0
1558,Frozen,Walt Disney,Musical,12.2783933071098,23446,159,2020,931.0,198.1,1944.0
1559,Legend of Deification,Well Go USA,Adventure,12.276857244248134,22812,160,2020,993.09,181.01,1945.0
1560,Dr. Seuss' The Grinch,Universal,Adventure,12.273731294003989,23336,161,2020,1268.61,174.11,1947.0
1561,Wild Mountain Thyme,Bleecker Street,Drama,12.271115726855841,23276,162,2020,1460.63,263.38,1948.0
1562,Beanpole,Kino Lorber,Drama,12.187185399145022,21402,163,2020,655.19,305.5,1952.0
1563,The Doors: Break on Thru �?...,Trafalgar Releasing,Documentary,12.138435996814362,19863,164,2020,619.57,269.77,1954.0
1564,The Outpost,Screen Media Films,Action,12.136904758728935,20352,165,2020,771.89,205.3,1955.0
1565,The Wolf of Snow Hollow,Orion Classics,Horror,12.128251634726105,19662,166,2020,1687.68,223.91,1956.0
1566,Come Away,Relativity,Drama,12.125280073445248,20117,167,2020,1799.68,267.84,1957.0
1567,63 Up,BritBox,Documentary,12.12236489645669,19547,168,2020,1848.43,239.84,1958.0
1568,The Good Liar,Warner Bros.,Thriller/Suspense,12.116033051753124,19932,169,2020,713.23,244.18,1959.0
1569,And Then We Danced,Music Box Films,Drama,12.08538414309007,18837,170,2020,1558.44,220.54,1960.0
1570,No Escape,Vertical Entertai...,Horror,12.031493042324282,17849,171,2020,1532.64,280.65,1963.0
1571,Extra Ordinary,Cranked Up Films,Horror,12.009729240493781,17465,172,2020,1053.68,232.25,1965.0
1572,Cunningham,Magnolia Pictures,Documentary,12.001628171648449,17777,173,2020,1425.1,276.03,1966.0
1573,Ammonite,Neon,Drama,11.98872476681254,17549,174,2020,674.33,330.22,1967.0
1574,A Call to Spy,IFC Films,Drama,11.976747527640633,16898,175,2020,1084.82,335.33,1969.0
1575,The Dark and The Wicked,RLJ Entertainment,Horror,11.933351432551758,16604,176,2020,1469.24,226.94,1970.0
1576,The Burnt Orange Heresy,Sony Pictures Cla...,Thriller/Suspense,11.8789634386217,15725,177,2020,677.13,305.89,1976.0
1577,Always & Forever,RLJ Entertainment,Thriller/Suspense,11.878686009555064,15720,178,2020,613.14,227.33,1977.0
1578,Wendy,Searchlight Pictures,Drama,11.874215741855503,15251,179,2020,953.88,316.5,1979.0
1579,Incitement,Greenwich,Thriller/Suspense,11.851581030678629,14910,180,2020,681.26,141.19,1980.0
1580,Burden,101 Studios,Drama,11.844169774047138,15187,181,2020,1197.44,184.62,1981.0
1581,Lupin III: The First,GKIDS,Adventure,11.8427039195653,14778,182,2020,1735.99,296.32,1982.0
1582,The Nest,IFC Films,Drama,11.833935924870453,15032,183,2020,1004.55,218.66,1983.0
1583,Beneath Us,NME,Horror,11.829632216462626,14586,184,2020,1880.46,338.84,1984.0
1584,Ashfall,CJ Entertainment,Action,11.823193053594322,14492,185,2020,993.51,110.87,1985.0
1585,The Times of Bill Cunningham,Greenwich,Documentary,11.80774202632261,14270,186,2020,1338.51,299.92,1986.0
1586,Fantastic Fungi,Area 23a,Documentary,11.768574927840698,13722,187,2020,1483.77,211.07,1987.0
1587,Alita: Battle Angel,20th Century Fox,Action,11.759785542901755,13958,188,2020,1184.99,189.64,1988.0
1588,Saint Frances,Oscilloscope Pict...,Multiple Genres,11.754105378770538,13879,189,2020,1854.57,268.33,1989.0
1589,Corpus Christi,Film Movement,Drama,11.753830345863081,13521,190,2020,1616.61,296.88,1990.0
1590,The Man Standing Next,Capelight Pictures,Thriller/Suspense,11.63979597307589,12064,191,2020,1217.41,214.21,1991.0
1591,Murder in the Woods,Rezinate Entertai...,Horror,11.601842524991945,11615,192,2020,707.33,249.22,1992.0
1592,The Muppet Christmas Carol,Walt Disney,Comedy,11.5655179150894,11494,193,2020,648.93,237.39,1993.0
1593,Hope Gap,Roadside Attractions,Drama,11.559159985309764,11421,194,2020,866.92,238.35,1994.0
1594,Honeyland,Neon,Documentary,11.539752383673909,11201,195,2020,1308.88,181.67,1995.0
1595,Citizen K,Greenwich,Documentary,11.53039203246886,10814,196,2020,1031.03,142.3,1996.0
1596,Archenemy,RLJ Entertainment,Action,11.52643381499502,10771,197,2020,1130.52,304.79,1997.0
1597,Made in Italy,IFC Films,Drama,11.526226611209356,10769,198,2020,960.18,342.37,1998.0
1598,First Cow,A24,Drama,11.52354883660736,10740,199,2020,967.31,257.68,1999.0
1599,The Silencing,Saban Films,Thriller/Suspense,11.520357776787524,10986,200,2020,1746.4,315.89,2000.0
1600,Spider-Man: No Way Home,Sony Pictures,Action,20.166369693173895,55094689,1,2021,912.28,243.54,8.0
1601,Shang-Chi and the Legend of...,Walt Disney,Action,19.229579083972318,24486728,2,2021,1178.7,288.59,75.0
1602,Venom: Let There be Carnage,Sony Pictures,Action,19.174965525320758,23185282,3,2021,1701.99,201.28,82.0
1603,Black Widow,Walt Disney,Action,19.028551341896396,20027443,4,2021,1178.16,192.31,108.0
1604,F9: The Fast Saga,Universal,Action,18.96883651603347,18866515,5,2021,981.21,226.81,121.0
1605,Eternals,Walt Disney,Action,18.919602387654727,17960134,6,2021,748.33,307.59,133.0
1606,No Time to Die,United Artists,Action,18.89549781373355,17532388,7,2021,953.89,199.03,138.0
1607,A Quiet Place: Part II,Paramount Pictures,Horror,18.892031989754877,17471730,8,2021,1090.25,168.48,139.0
1608,Ghostbusters: Afterlife,Sony Pictures,Comedy,18.622633017841952,13345579,9,2021,1193.89,213.29,193.0
1609,Free Guy,20th Century Studios,Action,18.616466237130275,13263533,10,2021,791.88,289.01,194.0
1610,Jungle Cruise,Walt Disney,Adventure,18.577577786214388,12757635,11,2021,1200.94,255.69,201.0
1611,Dune,Warner Bros.,Action,18.490354780726893,11393821,12,2021,596.28,263.81,224.0
1612,Godzilla vs. Kong,Warner Bros.,Action,18.429799977064214,11005027,13,2021,1911.39,221.39,248.0
1613,Halloween Kills,Universal,Horror,18.337322558652023,10032950,14,2021,1862.95,212.53,272.0
1614,Encanto,Walt Disney,Adventure,18.330604230591735,9711596,15,2021,1059.61,247.74,275.0
1615,Sing 2,Universal,Adventure,18.318064293235555,9590574,16,2021,1310.88,168.16,282.0
1616,Cruella,Walt Disney,Comedy,18.271057529668173,9389666,17,2021,1706.36,282.03,293.0
1617,Space Jam: A New Legacy,Warner Bros.,Comedy,18.07243061141784,7698171,18,2021,1255.96,183.92,351.0
1618,The Conjuring: The Devil Ma...,Warner Bros.,Horror,17.999559465102973,7157148,19,2021,1554.65,250.11,375.0
1619,Candyman,Universal,Horror,17.929438278956656,6672472,20,2021,1060.61,170.13,406.0
1620,The Boss Baby: Family Business,Universal,Adventure,17.863816068234982,6248667,21,2021,1349.27,193.29,431.0
1621,The Addams Family 2,United Artists,Adventure,17.849559195384824,5431649,22,2021,1913.14,213.95,437.0
1622,The Suicide Squad,Warner Bros.,Action,17.837596654589206,6086960,23,2021,972.49,194.69,443.0
1623,Raya and the Last Dragon,Walt Disney,Adventure,17.817795239100253,5967615,24,2021,739.59,270.0,458.0
1624,Demon Slayer The Movie: Mug...,FUNimation,Adventure,17.725301113329103,4796971,25,2021,1357.78,329.08,493.0
1625,House of Gucci,United Artists,Drama,17.707810883700347,4713800,26,2021,847.38,168.52,498.0
1626,Clifford the Big Red Dog,Paramount Pictures,Adventure,17.706255911181664,5337771,27,2021,1727.99,281.4,499.0
1627,Old,Universal,Thriller/Suspense,17.692455664919656,4641972,28,2021,625.75,248.55,505.0
1628,Tom and Jerry,Warner Bros.,Adventure,17.655751527228077,5074884,29,2021,1131.35,189.5,524.0
1629,The Forever Purge,Universal,Horror,17.611881268594594,4857061,30,2021,810.87,276.61,551.0
1630,Mortal Kombat,Warner Bros.,Action,17.560912844812606,4615707,31,2021,714.84,164.27,575.0
1631,Peter Rabbit 2: The Runaway,Sony Pictures,Adventure,17.51685492623985,4416763,32,2021,926.8,162.49,593.0
1632,PAW Patrol: The Movie,Paramount Pictures,Adventure,17.507569228011366,3858401,33,2021,630.08,231.77,595.0
1633,The Hitman's Wife's Bodygua...,Lionsgate,Comedy,17.453484195243114,4145554,34,2021,1117.47,290.67,613.0
1634,Don't Breathe 2,Sony Pictures,Horror,17.300988975959367,3138273,35,2021,1249.01,205.0,674.0
1635,In the Heights,Warner Bros.,Musical,17.215879830171758,3268830,36,2021,1090.76,270.94,721.0
1636,West Side Story,20th Century Studios,Musical,17.20451510824742,3149461,37,2021,1379.14,273.17,731.0
1637,Snake Eyes: G.I. Joe Origins,Paramount Pictures,Action,17.1571109666813,2717724,38,2021,1721.78,285.67,749.0
1638,The Matrix Resurrections,Warner Bros.,Action,17.152511902056887,2705253,39,2021,1011.89,293.15,752.0
1639,Nobody,Universal,Thriller/Suspense,17.13216750733697,3006329,40,2021,1855.5,297.38,761.0
1640,Wrath of Man,United Artists,Action,17.128477237744068,2641008,41,2021,1860.8,273.0,762.0
1641,The Croods: A New Age,Universal,Adventure,17.08258723053192,2860909,42,2021,1277.41,286.51,782.0
1642,Escape Room: Tournament of ...,Sony Pictures,Horror,17.046897906277515,2760606,43,2021,1487.57,281.09,795.0
1643,Respect,United Artists,Drama,17.005097582937015,2647589,44,2021,1087.8,142.62,813.0
1644,Wonder Woman 1984,Warner Bros.,Action,16.984848389108212,2594517,45,2021,1824.06,235.56,821.0
1645,Spiral,Lionsgate,Horror,16.960389382982637,2531828,46,2021,1099.74,175.57,826.0
1646,Ron's Gone Wrong,20th Century Studios,Adventure,16.95140773617148,2509190,47,2021,1895.4,279.47,832.0
1647,Spirit Untamed,Universal,Adventure,16.689990879873918,1703482,48,2021,892.35,229.11,945.0
1648,The Green Knight,A24,Adventure,16.658867632924302,1872772,49,2021,642.5,233.4,965.0
1649,Resident Evil: Welcome to R...,Sony Pictures,Horror,16.644236850243566,1627297,50,2021,1474.46,280.52,971.0
1650,The King's Man,20th Century Studios,Action,16.604140184219883,1773034,51,2021,1381.67,258.41,979.0
1651,The French Dispatch,Searchlight Pictures,Comedy,16.58664635021228,1742287,52,2021,970.4,208.72,985.0
1652,The Marksman,Open Road,Action,16.56060558104356,1697501,53,2021,1130.21,197.78,995.0
1653,The Unholy,Sony Pictures,Horror,16.558421790294407,1493475,54,2021,1730.2,197.24,996.0
1654,The Little Things,Warner Bros.,Thriller/Suspense,16.54615334700963,1673146,55,2021,1361.37,215.41,1002.0
1655,Dear Evan Hansen,Universal,Musical,16.523737143509834,1636057,56,2021,1784.47,330.75,1007.0
1656,King Richard,Warner Bros.,Drama,16.50541566130892,1565385,57,2021,1013.15,169.58,1016.0
1657,Stillwater,Focus Features,Drama,16.487279481536273,1577485,58,2021,1195.06,376.42,1024.0
1658,Malignant,Warner Bros.,Horror,16.410152465257475,1287672,59,2021,765.25,210.31,1052.0
1659,Christmas with the Chosen: ...,Fathom Events,Concert/Perfor...,16.409869341313353,1287307,60,2021,1099.76,268.57,1053.0
1660,Chaos Walking,Lionsgate,Action,16.402365006711264,1449063,61,2021,864.13,367.94,1056.0
1661,American Underdog: The Kurt...,Lionsgate,Drama,16.31806064292487,1174385,62,2021,1668.73,290.74,1086.0
1662,The Last Duel,20th Century Studios,Drama,16.20003916633634,1043648,63,2021,1822.45,274.57,1119.0
1663,Antlers,Searchlight Pictures,Horror,16.17821849984895,1158088,64,2021,673.15,225.39,1128.0
1664,Cry Macho,Warner Bros.,Drama,16.14869604647553,991417,65,2021,1410.97,242.1,1140.0
1665,Monster Hunter,Sony Pictures,Action,16.13239956052692,1106223,66,2021,824.57,364.14,1148.0
1666,Last Night in Soho,Focus Features,Thriller/Suspense,16.130777396614263,973810,67,2021,782.99,214.93,1149.0
1667,My Hero Academia: World Her...,FUNimation,Adventure,16.09458615570853,939196,68,2021,901.7,279.15,1158.0
1668,News of the World,Universal,Western,16.007293132204097,976135,69,2021,860.41,234.78,1193.0
1669,The Many Saints of Newark,Warner Bros.,Drama,15.92419568230627,898299,70,2021,1568.7,260.18,1213.0
1670,Dazed and Confused,Universal,Comedy,15.89017684122442,868253,71,2021,1216.5,185.43,1224.0
1671,Nightmare Alley,Searchlight Pictures,Thriller/Suspense,15.84104262287596,805541,72,2021,1690.61,211.29,1244.0
1672,The Protégé,Lionsgate,Action,15.823298056450067,716041,73,2021,1810.72,214.08,1251.0
1673,Those Who Wish Me Dead,Warner Bros.,Thriller/Suspense,15.817963058115975,807764,74,2021,1103.11,363.83,1252.0
1674,The Night House,Searchlight Pictures,Horror,15.775687169649487,774327,75,2021,1765.14,220.7,1267.0
1675,Spencer,Neon,Drama,15.773720750382385,681406,76,2021,1796.78,207.96,1268.0
1676,Belfast,Focus Features,Drama,15.744990031157045,662108,77,2021,627.97,255.83,1278.0
1677,The Courier,Roadside Attractions,Thriller/Suspense,15.704613290396438,721203,78,2021,1027.23,221.8,1293.0
1678,Licorice Pizza,United Artists,Drama,15.669131687482643,613739,79,2021,929.41,172.79,1306.0
1679,Judas and the Black Messiah,Warner Bros.,Drama,15.516252271739189,526732,80,2021,1791.85,328.96,1363.0
1680,Roadrunner: A Film About An...,Focus Features,Documentary,15.493535659607398,514901,81,2021,645.27,180.51,1371.0
1681,Promising Young Woman,Focus Features,Black Comedy,15.474268970105529,572823,82,2021,1410.82,286.06,1379.0
1682,CopShop,Open Road,Action,15.46671267689748,501273,83,2021,1041.13,356.06,1384.0
1683,Zola,A24,Drama,15.393333750205098,528287,84,2021,578.03,219.28,1404.0
1684,Separation,Open Road,Horror,15.321617671249411,491727,85,2021,1003.31,201.19,1432.0
1685,Boogie,Focus Features,Drama,15.245491606450893,401790,86,2021,1094.39,263.98,1461.0
1686,A Journal for Jordan,Sony Pictures,Drama,15.178003652876551,425945,87,2021,840.71,173.23,1482.0
1687,Reminiscence,Warner Bros.,Thriller/Suspense,15.176536597054913,425321,88,2021,1375.69,262.59,1485.0
1688,12 Mighty Orphans,Sony Pictures Cla...,Drama,15.120790885659805,402259,89,2021,1767.99,186.47,1504.0
1689,Fatale,Lionsgate,Thriller/Suspense,14.984022906499494,350840,90,2021,930.56,312.09,1561.0
1690,Pig,Neon,Drama,14.974486100961979,306410,91,2021,807.78,216.63,1567.0
1691,The Girl Who Believes In Mi...,Atlas Distribution,Drama,14.967145944047646,304169,92,2021,1183.08,143.26,1571.0
1692,Voyagers,Lionsgate,Thriller/Suspense,14.962892375668279,343504,93,2021,1184.88,243.85,1574.0
1693,Minari,A24,Drama,14.902325531152744,285078,94,2021,1744.33,203.95,1596.0
1694,Dream Horse,Bleecker Street,Drama,14.884806628298318,280127,95,2021,678.7,373.05,1600.0
1695,The House Next Door: Meet t...,HEFG Releasing,Comedy,14.87803269482114,278236,96,2021,814.02,199.94,1603.0
1696,Here Today,Sony Pictures,Comedy,14.847802828459772,269951,97,2021,1732.06,275.24,1614.0
1697,Finding You,Roadside Attractions,Drama,14.828559511632811,264806,98,2021,1829.13,241.09,1618.0
1698,Lamb,A24,Drama,14.799986902246097,257347,99,2021,1057.34,277.62,1626.0
1699,The Card Counter,Focus Features,Thriller/Suspense,14.790943401514852,255030,100,2021,793.99,281.69,1629.0
1700,Land,Focus Features,Drama,14.762458517715805,281116,101,2021,841.88,351.31,1640.0
1701,The War with Grandpa,101 Studios,Comedy,14.697741794655846,263498,102,2021,1018.13,322.64,1663.0
1702,The Eyes of Tammy Faye,Searchlight Pictures,Drama,14.692697401860821,262173,103,2021,1661.35,238.58,1669.0
1703,Summer of Soul,Searchlight Pictures,Documentary,14.657357445901479,223139,104,2021,1616.57,288.88,1679.0
1704,Scoob!,Warner Bros.,Adventure,14.598692664977877,238650,105,2021,1150.1,232.27,1695.0
1705,Nomadland,Searchlight Pictures,Drama,14.594835434765272,237732,106,2021,1055.62,284.4,1696.0
1706,After We Fell,Vertical Entertai...,Drama,14.590583287922891,208725,107,2021,1198.49,333.59,1698.0
1707,The Father,Sony Pictures Cla...,Drama,14.567394461733954,231296,108,2021,1886.7,268.53,1706.0
1708,C'mon C'mon,A24,Drama,14.501424139012325,190921,109,2021,1071.27,299.8,1715.0
1709,Queen Bees,Gravitas Ventures,Comedy,14.471322366996976,185260,110,2021,1471.32,203.85,1718.0
1710,Show Me the Father,Sony Pictures,Documentary,14.405087840974701,173387,111,2021,890.38,235.83,1723.0
1711,Profile,Focus Features,Thriller/Suspense,14.372116105382819,167763,112,2021,979.1,282.17,1728.0
1712,Titane,Neon,Horror,14.182226521713114,138748,113,2021,830.17,227.83,1739.0
1713,Together Together,Bleecker Street,Comedy,14.177597629881369,138108,114,2021,1500.71,294.66,1740.0
1714,Joe Bell,Roadside Attractions,Drama,14.155895131405403,153270,115,2021,800.98,194.93,1745.0
1715,Wrong Turn,Saban Films,Horror,14.039600860967635,120306,116,2021,1699.87,291.17,1751.0
1716,Scott Pilgrim vs. The World,Universal,Comedy,14.022349102171304,134109,117,2021,1567.16,227.43,1752.0
1717,CS Lewis: The Most Reluctan...,Trafalgar Releasing,Drama,14.001990124906893,115865,118,2021,1842.45,307.14,1755.0
1718,God's Not Dead: We the Peop...,Pinnacle Peak,Drama,13.972845021312626,112537,119,2021,1918.89,235.27,1756.0
1719,In the Earth,Neon,Horror,13.923218117159326,107088,120,2021,1502.47,302.18,1759.0
1720,Pinocchio,Roadside Attractions,Adventure,13.86350326138925,100881,121,2021,973.95,202.13,1767.0
1721,True To The Game 3,Faith Media Distr...,Thriller/Suspense,13.853051977277214,99832,122,2021,1795.92,233.72,1770.0
1722,Long Weekend,Sony Pictures,Romantic Comedy,13.833872932908507,97936,123,2021,1788.65,234.53,1773.0
1723,The Jesus Music,Lionsgate,Documentary,13.832097235318665,110875,124,2021,824.59,276.37,1774.0
1724,Come Play,Focus Features,Horror,13.785515160428874,105829,125,2021,755.2,144.98,1779.0
1725,A Rescue of Little Eggs,Lionsgate,Comedy,13.739874958042723,89149,126,2021,1881.65,286.99,1782.0
1726,Witnesses,Purdie Distribution,Drama,13.659751084722595,82285,127,2021,851.08,210.62,1792.0
1727,The Alpinist,Roadside Attractions,Documentary,13.646787718066914,81225,128,2021,1415.66,332.16,1793.0
1728,Four Good Days,Vertical Entertai...,Drama,13.638593172297096,80562,129,2021,1044.39,202.64,1795.0
1729,The Mauritanian,STX Entertainment,Drama,13.63702483494442,80436,130,2021,955.78,279.74,1796.0
1730,Blue Bayou,Focus Features,Drama,13.578109601153256,75834,131,2021,1844.0,212.89,1803.0
1731,The Rescue,Greenwich,Documentary,13.576567854741091,75717,132,2021,816.59,267.03,1804.0
1732,Lamb of God: The Concert Film,Purdie Distribution,Concert/Perfor...,13.520887116523044,71616,133,2021,1431.2,333.15,1811.0
1733,French Exit,Sony Pictures Cla...,Comedy,13.51696300270215,80904,134,2021,831.24,279.75,1812.0
1734,Red Rocket,A24,Drama,13.472259396262155,68217,135,2021,1619.43,220.22,1816.0
1735,Nine Days,Sony Pictures Cla...,Drama,13.451449834754161,66812,136,2021,1907.18,205.21,1818.0
1736,Our Friend,Gravitas Ventures,Drama,13.396216772932133,71702,137,2021,1188.5,294.32,1822.0
1737,The Sparks Brothers,Focus Features,Documentary,13.382671683683604,62372,138,2021,1914.66,278.86,1823.0
1738,Met Opera: Fire Shut Up in ...,Fathom Events,Concert/Perfor...,13.321214236149494,58653,139,2021,1654.38,241.34,1829.0
1739,Werewolves Within,IFC Films,Horror,13.26348613258404,55363,140,2021,1374.55,314.78,1836.0
1740,City of Lies,Saban Films,Drama,13.257755787261544,62431,141,2021,718.96,205.31,1837.0
1741,Anita,CMC Pictures,Drama,13.191135424511371,51499,142,2021,820.86,145.73,1845.0
1742,The Truffle Hunters,Sony Pictures Cla...,Documentary,13.163892961524006,50115,143,2021,1356.61,193.89,1848.0
1743,Ghostbusters,Sony Pictures,Comedy,13.132026538315284,55055,144,2021,1365.06,160.74,1852.0
1744,Courageous,Sony Pictures,Drama,13.112317081946705,53980,145,2021,1527.04,286.95,1858.0
1745,For the Love of Money,Freestyle Releasing,Drama,13.083152584201844,46228,146,2021,988.63,203.5,1860.0
1746,National Champions,STX Entertainment,Drama,13.072096924056074,45720,147,2021,1062.44,273.55,1863.0
1747,Jathi Ratnalu,Self Distributed,Comedy,13.038981768465277,44230,148,2021,727.64,252.99,1864.0
1748,Tenet,Warner Bros.,Action,13.038851325175314,50157,149,2021,1384.22,190.08,1865.0
1749,Top Gun,Paramount Pictures,Action,13.033700455546775,49899,150,2021,1838.23,217.61,1866.0
1750,The Lost Leonardo,Sony Pictures Cla...,Documentary,13.007491101373907,42859,151,2021,618.38,199.18,1871.0
1751,2021 Oscar Shorts,ShortsHD,Multiple Genres,13.001437909475449,42600,152,2021,1042.13,260.33,1872.0
1752,Flag Day,United Artists,Drama,12.959060611375184,46310,153,2021,1062.54,151.87,1877.0
1753,Willy's Wonderland,Screen Media Films,Horror,12.943920688067902,40219,154,2021,580.87,237.45,1878.0
1754,Crisis,Quiver,Thriller/Suspense,12.92235757196492,44641,155,2021,1842.25,235.4,1881.0
1755,Julia,Sony Pictures Cla...,Documentary,12.873619927039835,37489,156,2021,1177.4,353.2,1888.0
