Movie;Distributor;Genre;Gross;Tickets Sold;rank;releaseYear
Uncharted;Sony Pictures;Adventure;148648820;16210340;13;2022
Nope;Universal;Horror;123277080;11796849;14;2022
Lightyear;Walt Disney;Adventure;118307188;12901547;15;2022
Smile;Paramount Pictures;Horror;105935048;10137325;16;2022
The Lost City;Paramount Pictures;Adventure;105344029;10080768;17;2022
Bullet Train;Sony Pictures;Thriller/Suspense;103368602;9891732;18;2022
The Bad Guys;Universal;Comedy;97233630;9304653;19;2022
Fantastic Beasts: The Secre...;Warner Bros.;Adventure;95850844;10452655;20;2022
DC League of Super Pets;Warner Bros.;Adventure;93657117;10213426;21;2022
Where the Crawdads Sing;Sony Pictures;Drama;90230760;8634522;22;2022
The Black Phone;Universal;Horror;90123230;8624233;23;2022
Sing 2;Universal;Adventure;86307835;9171927;24;2022
Scream;Paramount Pictures;Horror;81641405;7812575;25;2022
Morbius;Sony Pictures;Action;73865530;8055129;26;2022
Everything Everywhere All A...;A24;Action;70008593;6699386;27;2022
Ticket to Paradise;Universal;Romantic Comedy;68229160;6529106;28;2022
The Woman King;Sony Pictures;Action;67178268;6428542;29;2022
Halloween Ends;Universal;Horror;64079860;6987989;30;2022
Dog;United Artists;Comedy;61778069;5911776;31;2022
Puss in Boots: The Last Wish;Universal;Adventure;61222670;5858628;32;2022
jackass forever;Paramount Pictures;Reality;57743451;5525689;33;2022
Violent Night;Universal;Comedy;47504760;4545910;34;2022
Lyle;Sony Pictures;Musical;46703141;4469200;35;2022
Death on the Nile;20th Century Studios;Drama;45630104;4849107;36;2022
Don't Worry Darling;Warner Bros.;Thriller/Suspense;45309403;4335828;37;2022
Downton Abbey: A New Era;Focus Features;Drama;44141550;4224072;38;2022
Barbarian;20th Century Studios;Horror;40842944;3908415;39;2022
Strange World;Walt Disney;Adventure;36992761;4034106;40;2022
The Menu;Searchlight Pictures;Black Comedy;36158946;3943178;41;2022
The Northman;Focus Features;Action;34233110;3275895;42;2022
Jujutsu Kaisen 0: The Movie;FUNimation;Action;33919605;3245895;43;2022
Dragon Ball Super: Super Hero;Crunchyroll;Action;32132374;3074868;44;2022
The Bob's Burgers Movie;20th Century Studios;Comedy;31933830;3482424;45;2022
Beast;Universal;Thriller/Suspense;31846530;3047514;46;2022
Carnal Knowledge;Avco Embassy;Drama;28630731;3122217;47;2022
The Invitation;Sony Pictures;Horror;25100080;2401922;48;2022
Avatar;20th Century Fox;Action;24714024;2695095;49;2022
Ambulance;Universal;Thriller/Suspense;22781115;2180011;50;2022
Marry Me;Universal;Romantic Comedy;22438180;2384503;51;2022
Father Stu;Sony Pictures;Drama;21096678;2018821;52;2022
The King's Man;20th Century Studios;Action;20917649;2281095;53;2022
The Unbearable Weight of Ma...;Lionsgate;Action;20300157;1942598;54;2022
Devotion;Sony Pictures;Action;19837942;1898368;55;2022
Prey for the Devil;Lionsgate;Horror;19802293;1894956;56;2022
Moonfall;Lionsgate;Action;19060660;2078588;57;2022
Paws of Fury: The Legend of...;Paramount Pictures;Adventure;17811382;1704438;58;2022
Glass Onion: A Knives Out M...;Netflix;Drama;15000000;1435406;59;2022
Amsterdam;20th Century Studios;Comedy;14947969;1630094;60;2022
The Chosen Season 3: Episod...;Fathom Events;Drama;14612089;1398286;61;2022
The 355;Universal;Thriller/Suspense;14570455;1394301;62;2022
American Underdog: The Kurt...;Lionsgate;Drama;14301214;1368537;63;2022
RRR: Rise  Roar  Revolt;Sarigama Cinemas;Action;13930910;1333101;64;2022
Whitney Houston I Wanna Dan...;Sony Pictures;Drama;13256913;1268604;65;2022
Easter Sunday;Universal;Comedy;13013690;1245329;66;2022
One Piece Film: Red;Crunchyroll;Action;12768073;1221825;67;2022
Jaws;Universal;Horror;12257035;1336645;68;2022
The Fabelmans;Universal;Drama;12112360;1159077;69;2022
X;A24;Horror;11769469;1126264;70;2022
Bros;Universal;Romantic Comedy;11628165;1112743;71;2022
Licorice Pizza;United Artists;Drama;10935116;1046422;72;2022
Terrifier 2;Iconic Releasing;Horror;10640105;1018191;73;2022
Mrs. Harris Goes to Paris;Focus Features;Drama;10433915;998460;74;2022
Firestarter;Universal;Horror;9739250;931986;75;2022
Blacklight;Briarcliff Entert...;Action;9591094;917808;76;2022
See How They Run;Searchlight Pictures;Comedy;9586237;917343;77;2022
The Matrix Resurrections;Warner Bros.;Action;9552171;914083;78;2022
Pearl;A24;Horror;9423445;901765;79;2022
Redeeming Love;Universal;Drama;9214020;881724;80;2022
Babylon;Paramount Pictures;Drama;9082897;869177;81;2022
The Banshees of Inisherin;Searchlight Pictures;Drama;9048848;865918;82;2022
Till;United Artists;Drama;9000202;861263;83;2022
West Side Story;20th Century Studios;Musical;8893886;945152;84;2022
Three Thousand Years of Lon...;United Artists;Drama;8286741;903679;85;2022
Brahmastra Part 1: Shiva;Fox Star India;Adventure;7839108;750153;86;2022
Bones and All;United Artists;Thriller/Suspense;7834907;749752;87;2022
Men;A24;Horror;7587853;726110;88;2022
Memory;Open Road;Action;7329043;701343;89;2022
Fall;Lionsgate;Thriller/Suspense;7240521;692872;90;2022
Ghostbusters: Afterlife;Sony Pictures;Comedy;6981615;761354;91;2022
BTS Permission to Dance on ...;Trafalgar Releasing;Concert/Perfor...;6840000;654545;92;2022
K.G.F: Chapter 2;Viva Entertainment;Action;6604562;632015;93;2022
Marcel the Shell with Shoes On;A24;Comedy;6333703;606095;94;2022
The Whale;A24;Drama;5855410;560326;95;2022
She Said;Universal;Drama;5825995;557511;96;2022
TÁR;Focus Features;Drama;5595890;535491;97;2022
I Heard the Bells;Fathom Events;Drama;5576697;533655;98;2022
Orphan: First Kill;Paramount Pictures;Horror;5413227;518012;99;2022
Tucker: The Man and His Dream;Paramount Pictures;Drama;5253342;572883;100;2022
Lifemark;Fathom Events;Drama;5007861;479221;101;2022
Ponniyin Selvan: Part One;Sarigama Cinemas;Action;4918000;470622;102;2022
House of Gucci;United Artists;Drama;4786047;457994;103;2022
Mississippi Masala;Goldwyn Entertain...;Drama;4745453;517497;104;2022
Encanto;Walt Disney;Adventure;4707496;500265;105;2022
Clerks III;Fathom Events;Comedy;4663106;446230;106;2022
The Cursed;LD Entertainment;Horror;4588389;500369;107;2022
Vengeance;Focus Features;Black Comedy;4330720;414423;108;2022
ET: The Extra-Terrestrial;Universal;Drama;4301665;469101;109;2022
Moonage Daydream;Neon;Documentary;4266717;408298;110;2022
Triangle of Sadness;Neon;Black Comedy;4124554;394694;111;2022
Belle;GKIDS;Adventure;4018313;384527;112;2022
Family Camp;Roadside Attractions;Comedy;3973263;380216;113;2022
Cyrano;United Artists;Musical;3873124;370633;114;2022
Nightmare Alley;Searchlight Pictures;Thriller/Suspense;3757964;399358;115;2022
Laal Singh Chaddha;Paramount Pictures;Drama;3401324;325486;116;2022
The Outfit;Focus Features;Drama;3344040;320003;117;2022
The Worst Person in the World;Neon;Comedy;3034775;290409;118;2022
Drishyam 2;Yash Raj Films;Drama;3004180;287481;119;2022
Breaking;Bleecker Street;Thriller/Suspense;2806359;268551;120;2022
A Journal for Jordan;Sony Pictures;Drama;2639255;287814;121;2022
Elf;New Line;Comedy;2568160;280061;122;2022
Honk for Jesus. Save Your S...;Focus Features;Comedy;2561270;245097;123;2022
Mack & Rita;Gravitas Ventures;Comedy;2535459;242627;124;2022
Studio 666;Open Road;Horror;2513963;240570;125;2022
Crimes of the Future;Neon;Horror;2452882;234725;126;2022
Belfast;Focus Features;Drama;2364945;226310;127;2022
Gigi & Nate;Roadside Attractions;Drama;2280814;218259;128;2022
The Good House;Roadside Attractions;Comedy;2219760;212417;129;2022
Parallel Mothers;Sony Pictures Cla...;Drama;2197526;210290;130;2022
Emily the Criminal;Roadside Attractions;Thriller/Suspense;2156296;206344;131;2022
Umma;Sony Pictures;Horror;2121025;202969;132;2022
The Wolf and the Lion;Blue Fox Entertai...;Adventure;2072173;198294;133;2022
Decision to Leave;MUBI;Drama;2053383;196495;134;2022
Jeepers Creepers: Reborn;Fathom Events;Horror;2033057;194550;135;2022
Drive My Car;Janus Films;Drama;2023519;193638;136;2022
Watcher;IFC Midnight;Thriller/Suspense;1961207;187675;137;2022
Mr. Malcolm's List;Bleecker Street;Romantic Comedy;1885720;180451;138;2022
Armageddon Time;Focus Features;Drama;1860050;177995;139;2022
2022 Oscar Shorts;ShortsHD;Multiple Genres;1801646;172406;140;2022
Radhe Shyam;Great India Films;Drama;1800000;172248;141;2022
The King's Daughter;Gravitas Ventures;Adventure;1747263;190541;142;2022
Infinite Storm;Bleecker Street;Drama;1600542;153161;143;2022
Jugjugg Jeeyo;Moviegoers Entert...;Comedy;1540000;147368;144;2022
The Duke;Sony Pictures Cla...;Comedy;1526970;146122;145;2022
Running The Bases;UP2U Films;Drama;1511980;144687;146;2022
Y Como Es El;Pantelion Films;Comedy;1500636;143601;147;2022
The Kashmir Files;Zee Studios;Thriller/Suspense;1485000;142105;148;2022
2000 Mules;D'Souza Media;Documentary;1465512;140240;149;2022
The Servant;Rialto Pictures;Drama;1417550;135650;150;2022
The Godfather;Paramount Pictures;Drama;1414662;150336;151;2022
Acharya;Self Distributed;Action;1412000;135119;152;2022
Spoiler Alert;Focus Features;Drama;1384003;150927;153;2022
Medieval;The Avenue Entert...;Action;1374325;149871;154;2022
Rogue One: A Star Wars Story;Walt Disney;Adventure;1362667;148600;155;2022
Dune;Warner Bros.;Action;1111966;118168;156;2022
Fire of Love;Neon;Documentary;1064080;101825;157;2022
Hallelujah: Leonard Cohen;Sony Pictures Cla...;Documentary;1062143;101640;158;2022
Aftersun;A24;Drama;1049372;100418;159;2022
The Contractor;Paramount Pictures;Thriller/Suspense;1035265;112897;160;2022
After Ever Happy;Netflix;Drama;989088;94649;161;2022
The Beatles Get Back: The R...;Walt Disney;Concert/Perfor...;976712;93465;162;2022
Empire of Light;Searchlight Pictures;Drama;953011;91197;163;2022
Venom: Let There be Carnage;Sony Pictures;Action;941330;102653;164;2022
Man of God;Fathom Events;Drama;920561;88091;165;2022
Twenty One Pilots: Cinema E...;Trafalgar Releasing;Concert/Perfor...;875000;83732;166;2022
Hansan: Rising Dragon;Well Go USA;Action;865888;82860;167;2022
Johnny Cash: The Redemption...;Fathom Events;Documentary;840580;80438;168;2022
The Tiger Rising;The Avenue Entert...;Drama;835162;79919;169;2022
Petite maman;Neon;Drama;829065;79336;170;2022
Evangelion: 3.0+1.01 Thrice...;GKIDS;Action;826140;79056;171;2022
Met Opera: The Hours;Fathom Events;Drama;791374;75729;172;2022
The Phantom of the Open;Sony Pictures Cla...;Comedy;748805;71656;173;2022
Bodies Bodies Bodies;A24;Horror;747145;71497;174;2022
Aline;Roadside Attractions;Drama;667815;70968;175;2022
Ante Sundaraniki;Prime Media Pictures;Comedy;621000;59425;176;2022
The Roundup;Capelight Pictures;Action;613026;58662;177;2022
Official Competition;IFC Films;Comedy;593926;56835;178;2022
The Mean One;Atlas Distribution;Horror;593635;56807;179;2022
Cuando Sea Joven;Pantelion Films;Comedy;588028;56270;180;2022
Runway 34;Yash Raj Films;Thriller/Suspense;549624;52595;181;2022
Confess  Fletch;Paramount Pictures;Comedy;538842;51564;182;2022
Call Jane;Roadside Attractions;Drama;512770;49068;183;2022
The Quintessential Quintupl...;Crunchyroll;Romantic Comedy;502000;48038;184;2022
God's Country;IFC Films;Drama;493679;47242;185;2022
Deep in the Heart: A Texas ...;Fin and Fur Films;Documentary;480240;45955;186;2022
The Railway Children;Blue Fox Entertai...;Adventure;457433;43773;187;2022
EO;Janus Films;Drama;440046;42109;188;2022
Brian and Charles;Focus Features;Comedy;430635;41209;189;2022
Beast;United Artists;Action;430000;41148;190;2022
Emergency Declaration;Well Go USA;Thriller/Suspense;412196;39444;191;2022
King Richard;Warner Bros.;Drama;408056;43364;192;2022
Facing Nolan;Utopia;Documentary;405797;38832;193;2022
Superspreader;Iconic Releasing;Documentary;399370;38217;194;2022
Yashoda;Cinegalaxy;Thriller/Suspense;395000;37799;195;2022
Tyson's Run;Collide Distribution;Drama;391167;37432;196;2022
The Inspection;A24;Drama;385627;36902;197;2022
Alice;Roadside Attractions;Thriller/Suspense;373037;35697;198;2022
Selena;Warner Bros.;Drama;360000;39258;199;2022
Inu-Oh;GKIDS;Musical;351558;33641;200;2022
The Forgiven;Roadside Attractions;Drama;340222;32557;201;2022
